State,County,Male
Georgia,Irwin County,50.4
Georgia,Jeff Davis County,49.5
Georgia,Johnson County,56
Georgia,Lee County,49.8
Georgia,Liberty County,48.8
Georgia,Lowndes County,48.8
Minnesota,St. Louis County,50
Georgia,Montgomery County,51.5
Georgia,Murray County,49.6
Louisiana,Orleans Parish,48.4
Missouri,New Madrid County,48
Mississippi,Adams County,49.9
Mississippi,Chickasaw County,47.5
Mississippi,Clarke County,47.6
Mississippi,Copiah County,48.3
Mississippi,DeSoto County,48.7
Mississippi,Hancock County,49.6
Mississippi,Harrison County,49.7
Mississippi,Issaquena County,58
Georgia,Meriwether County,47.7
Missouri,Platte County,49.2
Missouri,Putnam County,49.7
Missouri,Reynolds County,51
Missouri,St. Charles County,49.1
Missouri,St. Louis County,47.3
Missouri,Shannon County,49.8
Missouri,Stone County,49.3
Missouri,Vernon County,48.5
Missouri,Worth County,49.1
Georgia,Pulaski County,43.2
Georgia,Rabun County,49.3
Louisiana,St. Bernard Parish,50.6
Georgia,Spalding County,48.5
Georgia,Sumter County,47.6
Georgia,Tattnall County,58.2
Georgia,Terrell County,48.1
Georgia,Toombs County,47.5
Georgia,Towns County,47.7
Georgia,Walker County,49.1
Missouri,Pettis County,49.2
Kansas,Cowley County,49.9
Louisiana,St. Mary Parish,49.4
Louisiana,Terrebonne Parish,49.7
Iowa,Dickinson County,49.6
Iowa,Fremont County,49.7
Iowa,Hardin County,49.7
Georgia,Rockdale County,47.6
Iowa,Van Buren County,50.3
Maine,Somerset County,49.6
Maine,York County,48.7
Georgia,Warren County,46.2
Louisiana,Winn Parish,52.4
Maine,Androscoggin County,48.9
Maine,Aroostook County,49.2
Maine,Cumberland County,48.5
Iowa,Harrison County,49.2
Montana,Flathead County,49.8
Montana,Glacier County,48.9
Montana,Hill County,50.5
Kansas,Dickinson County,49.3
Kansas,Doniphan County,50.4
Kansas,Ford County,51.6
Kansas,Gove County,50
Kansas,Greeley County,47.7
Kansas,Hodgeman County,50
Kansas,Jewell County,51.2
Kansas,Kiowa County,49.2
Maryland,Baltimore County,47.3
Montana,Meagher County,50.6
Montana,Missoula County,50.3
Montana,Petroleum County,54
Montana,Powder River County,50.8
Montana,Prairie County,51
Maine,Lincoln County,49
Montana,Beaverhead County,51.2
Montana,Carter County,50.5
Montana,Daniels County,50.3
Montana,Fallon County,50.7
Kansas,Leavenworth County,53.1
Kansas,Linn County,50.1
Kansas,Meade County,50.8
Iowa,Kossuth County,49.6
Iowa,Lee County,50.6
Iowa,Marshall County,50.3
Iowa,Monona County,48.9
Iowa,Muscatine County,49.7
Iowa,Page County,51.9
Iowa,Pottawattamie County,49
Iowa,Scott County,49
Iowa,Taylor County,49.8
Connecticut,Fairfield County,48.6
Florida,Pinellas County,48
Florida,Taylor County,55.6
Florida,Wakulla County,55.2
Georgia,Baldwin County,49.6
Illinois,Fulton County,51.7
Illinois,Grundy County,49.9
Illinois,Hancock County,49.2
Illinois,Kankakee County,49.1
Illinois,Lake County,49.9
Illinois,Macon County,47.8
Illinois,Madison County,48.9
Illinois,Mercer County,49.4
Illinois,Morgan County,50.2
Illinois,Peoria County,48.4
Illinois,Pike County,49.9
New Hampshire,Merrimack County,49.2
New Hampshire,Sullivan County,49.4
New Jersey,Bergen County,48.2
New Jersey,Burlington County,49.1
New Jersey,Cumberland County,51.5
New Jersey,Middlesex County,49.1
Ohio,Erie County,49
Ohio,Hamilton County,48
Ohio,Hocking County,50
Ohio,Jefferson County,48
Ohio,Lake County,48.7
Ohio,Lucas County,48.4
Ohio,Meigs County,49.1
Ohio,Noble County,57.8
Georgia,Bartow County,49.4
Georgia,Bibb County,47.1
Georgia,Brooks County,48.6
Georgia,Camden County,50.6
Georgia,Chatham County,48.2
Georgia,Clay County,45.9
Georgia,Cobb County,48.6
Georgia,Columbia County,48.6
Georgia,Crisp County,47.9
Georgia,DeKalb County,47.9
Illinois,Randolph County,54.9
Illinois,Scott County,48.9
Illinois,Shelby County,49.8
Illinois,Union County,49.9
Illinois,Wabash County,48.9
Illinois,White County,48.3
Illinois,Winnebago County,48.9
Indiana,Allen County,48.7
Indiana,Clark County,49
Indiana,Dearborn County,49.7
New Jersey,Monmouth County,48.6
New Jersey,Somerset County,48.7
New Jersey,Warren County,48.6
New Mexico,Chaves County,49.5
New Mexico,Curry County,50.2
Mississippi,Marshall County,49.5
Mississippi,Noxubee County,47.9
Ohio,Ottawa County,49.3
Ohio,Scioto County,49.4
Ohio,Trumbull County,48.6
Ohio,Warren County,50.3
Ohio,Washington County,48.8
Oklahoma,Adair County,50
Oklahoma,Choctaw County,48.2
Georgia,Douglas County,48.2
Georgia,Franklin County,49.4
Georgia,Fulton County,48.7
Alaska,Yakutat City and Borough,54.4
Arizona,Coconino County,49.6
Idaho,Idaho County,52.2
Idaho,Lemhi County,51
Idaho,Owyhee County,51.1
Idaho,Twin Falls County,49.4
Idaho,Washington County,49.2
Michigan,Berrien County,48.7
Mississippi,Tunica County,47.2
Mississippi,Warren County,47.5
Mississippi,Yazoo County,54.4
Missouri,Atchison County,49.6
Missouri,Boone County,48.5
Missouri,Caldwell County,50.2
Oklahoma,Comanche County,51.5
Oklahoma,Craig County,50.8
Oklahoma,Delaware County,49.3
Oklahoma,Grant County,49.7
New Mexico,Grant County,49.1
New Mexico,Lea County,51.1
New Mexico,McKinley County,48.4
Ohio,Cuyahoga County,47.4
Florida,Lee County,49.1
Florida,Miami-Dade County,48.4
Arkansas,Desha County,46.9
Arkansas,Fulton County,49
Kentucky,Henderson County,48.3
Kentucky,Jefferson County,48.3
Kentucky,Knox County,48.7
Kentucky,Lawrence County,49.4
Kentucky,Letcher County,49.3
Kentucky,Livingston County,49
Kentucky,Magoffin County,50.1
Kentucky,Martin County,55.3
Kentucky,Meade County,50.1
Michigan,Sanilac County,49.4
Missouri,Cape Girardeau County,48.4
Missouri,Cass County,48.8
Missouri,Clark County,50
Missouri,Cooper County,52.7
Missouri,DeKalb County,62.7
Missouri,Dunklin County,48
Missouri,Harrison County,49.6
Missouri,Holt County,49.4
North Carolina,Bertie County,49.5
North Carolina,Cabarrus County,48.8
North Carolina,Columbus County,49.5
New Mexico,Taos County,49.2
New Mexico,Union County,57
New York,Bronx County,46.9
New York,Chautauqua County,49.3
New York,Delaware County,50.2
New York,Jefferson County,50.9
Florida,Lake County,48.5
Arkansas,Independence County,49
Arkansas,Jefferson County,49.2
Arkansas,Lawrence County,48.6
Arkansas,Lee County,55.7
Arkansas,Logan County,50.1
Arkansas,Miller County,49.2
Arkansas,Mississippi County,48.4
Arkansas,Pulaski County,48.1
Michigan,Ontonagon County,51.6
Michigan,Schoolcraft County,49.5
Minnesota,Anoka County,50
Minnesota,Big Stone County,48.9
Minnesota,Carver County,49.7
North Carolina,Carteret County,49.4
North Carolina,Cumberland County,48.3
North Carolina,Currituck County,49.6
North Carolina,Graham County,49.3
North Carolina,Greene County,53.6
New York,Madison County,49.1
New York,New York County,46.9
New York,Onondaga County,48.1
Oklahoma,Beaver County,50.9
Arkansas,Randolph County,49
Arkansas,Sebastian County,49
Arkansas,Union County,48.7
Georgia,Worth County,48
Hawaii,Honolulu County,50.1
Michigan,Alcona County,50.8
Michigan,Alpena County,49.1
Michigan,Arenac County,50.7
North Carolina,Henderson County,48.3
North Carolina,Hyde County,55.5
North Carolina,Macon County,48.6
North Carolina,Madison County,49.5
North Carolina,Mitchell County,48.8
North Carolina,Pamlico County,51
North Carolina,Polk County,47.9
North Carolina,Robeson County,48.6
North Carolina,Rutherford County,48.3
New York,Richmond County,48.5
New York,Schenectady County,48.4
New York,Seneca County,52.4
New York,Sullivan County,51.1
New York,Washington County,51.8
New York,Erie County,48.2
Pennsylvania,Centre County,51.8
Pennsylvania,Clearfield County,51.6
Pennsylvania,Crawford County,48.8
Hawaii,Kauai County,50.2
Idaho,Bonner County,50.4
Idaho,Camas County,52.1
Idaho,Caribou County,50.4
Idaho,Clark County,55.3
Idaho,Custer County,53.1
Michigan,Baraga County,54.9
Nebraska,Sioux County,51.3
Nebraska,Washington County,49.8
Nevada,Churchill County,50.3
North Carolina,Sampson County,49
North Carolina,Transylvania County,48.3
North Carolina,Washington County,47
North Carolina,Yadkin County,49.2
North Dakota,Adams County,48.3
North Dakota,Cass County,50.4
North Dakota,Divide County,51.2
North Dakota,Golden Valley County,49.5
North Dakota,Kidder County,51
North Dakota,McHenry County,51.8
Pennsylvania,Dauphin County,48.3
Pennsylvania,Franklin County,48.9
Pennsylvania,Jefferson County,49.3
Pennsylvania,Lehigh County,48.4
Pennsylvania,McKean County,51
Pennsylvania,Mercer County,49
Pennsylvania,Northampton County,48.8
Nebraska,Nuckolls County,49.5
Nebraska,Red Willow County,49.6
West Virginia,Cabell County,48.8
West Virginia,Fayette County,50.1
West Virginia,Greenbrier County,48.7
West Virginia,Hardy County,50.5
West Virginia,Jefferson County,49.4
West Virginia,Logan County,49.3
West Virginia,McDowell County,49.5
Virginia,Spotsylvania County,49
Virginia,Tazewell County,49.4
Virginia,Wise County,51.7
Virginia,Bristol city,47
Virginia,Colonial Heights city,46.3
Virginia,Fredericksburg city,45.9
Wisconsin,Vernon County,49.9
Wisconsin,Vilas County,50.7
Wisconsin,Winnebago County,50.3
Wyoming,Big Horn County,50.4
Missouri,Greene County,48.7
Ohio,Henry County,49.5
Texas,Haskell County,52.6
Wisconsin,St. Croix County,50.1
Virginia,Henrico County,47
Alabama,Cullman County,49.4
Connecticut,Hartford County,48.3
Georgia,Chattahoochee County,62.5
Arkansas,Columbia County,47.7
Illinois,Carroll County,50.1
North Carolina,Moore County,47.8
North Dakota,Pembina County,51
Ohio,Auglaize County,49.6
Nebraska,Lincoln County,49.4
West Virginia,Mingo County,49
Wyoming,Converse County,50.7
Oklahoma,Ellis County,48.8
Kansas,Phillips County,49.5
Kansas,Republic County,49.1
Kansas,Russell County,49.4
Kansas,Seward County,51.5
Kansas,Smith County,49
Kansas,Stevens County,49.6
Kansas,Wallace County,50
Kansas,Washington County,50.7
Iowa,Woodbury County,49.3
Kansas,Bourbon County,49
Virginia,Lee County,52.2
Virginia,Loudoun County,49.3
Virginia,Middlesex County,49.9
Puerto Rico,Cabo Rojo Municipio,47.9
Puerto Rico,Ceiba Municipio,47.3
Puerto Rico,Corozal Municipio,48.8
Puerto Rico,Culebra Municipio,50.7
Puerto Rico,Guíçnica Municipi,48.3
Wyoming,Crook County,51.5
Wyoming,Hot Springs County,49.4
Wyoming,Laramie County,50
Wyoming,Niobrara County,46.7
Wyoming,Park County,49.7
Virginia,Hampton city,47.8
Virginia,Newport News city,48.3
Virginia,Poquoson city,49.4
Virginia,Roanoke city,47.8
New York,Queens County,48.4
Pennsylvania,Chester County,49.1
Indiana,Jackson County,49.8
Montana,Mineral County,51.8
Nebraska,Gosper County,50.1
Texas,Cottle County,47.4
Texas,Fannin County,53
Virginia,Caroline County,49.2
California,Santa Clara County,50.2
Kentucky,Spencer County,50.8
Nebraska,Morrill County,49.9
North Carolina,Watauga County,50.2
Kansas,Cherokee County,49.7
Michigan,Huron County,49.6
Michigan,Leelanau County,49.3
Maryland,Montgomery County,48
Washington,Whatcom County,49.5
Texas,Bee County,59.8
Texas,Borden County,52.3
Texas,Bowie County,50.5
Texas,Brazoria County,50.8
Texas,Brown County,49.4
Texas,Burleson County,49.5
West Virginia,Putnam County,49.1
West Virginia,Raleigh County,49.9
Virginia,Suffolk city,48
Washington,Adams County,51
Washington,Asotin County,48.3
Washington,Clallam County,49.6
Wyoming,Washakie County,49.9
Puerto Rico,Aguada Municipio,49.1
Puerto Rico,Aibonito Municipio,48.5
New Mexico,Sandoval County,48.9
South Carolina,Berkeley County,49.9
Virginia,Emporia city,46.1
Missouri,Howell County,48.4
Minnesota,Mower County,49.8
Kansas,Miami County,49.4
Nebraska,Custer County,49.6
West Virginia,Doddridge County,53.5
Maryland,Prince George's County,48
Maryland,Wicomico County,47.7
Montana,Valley County,49.7
Montana,Yellowstone County,48.9
Nebraska,Banner County,51.3
Nebraska,Boyd County,49.5
West Virginia,Taylor County,50.6
West Virginia,Upshur County,49.2
West Virginia,Wayne County,48.8
West Virginia,Wyoming County,49.6
Wisconsin,Brown County,49.5
Puerto Rico,Juana Dí_az Municipi,48.2
Puerto Rico,Lares Municipio,49.2
Puerto Rico,Manatí_ Municipi,47.7
Utah,San Juan County,50.2
Utah,Tooele County,50.4
Utah,Utah County,50.1
Utah,Weber County,50.2
Vermont,Addison County,49.9
Vermont,Essex County,50.6
Washington,Ferry County,51.7
Washington,Grant County,51
Nebraska,Cherry County,49.8
Nebraska,Cuming County,49.6
Nebraska,Dakota County,49.9
Nebraska,Deuel County,49.1
Kentucky,Bracken County,49.8
Kentucky,Bullitt County,49.5
Kentucky,Calloway County,48.2
Kentucky,Carroll County,50.9
Kentucky,Clay County,53.4
Kentucky,Cumberland County,49.1
Kentucky,Daviess County,48.5
Kentucky,Franklin County,48.4
Puerto Rico,Mayagí_ez Municipi,48
Puerto Rico,Patillas Municipio,49.4
Puerto Rico,Ponce Municipio,48.1
Puerto Rico,Sabana Grande Municipio,47.7
Puerto Rico,San Juan Municipio,45.9
Puerto Rico,Santa Isabel Municipio,48.3
Texas,Calhoun County,50.7
Washington,Grays Harbor County,51.3
Washington,King County,49.8
Washington,Lincoln County,49.9
Washington,Okanogan County,50.5
Vermont,Rutland County,49.3
Vermont,Windsor County,49
Nebraska,Cass County,50.2
Kentucky,Fulton County,49.6
Kentucky,Greenup County,48.4
Michigan,Menominee County,50.3
Michigan,Muskegon County,49.6
Texas,Cherokee County,50.8
Texas,Coke County,49
Texas,Collin County,49.1
Texas,Comanche County,49.3
Texas,Cooke County,49.6
Texas,Dallam County,51.9
Wisconsin,Grant County,52
Wisconsin,Iron County,50
Wisconsin,Kenosha County,49.5
Wisconsin,Lafayette County,51
Virginia,Accomack County,48.7
Virginia,Bedford County,49.6
Virginia,Buchanan County,51.1
Washington,Pierce County,49.4
Michigan,Oceana County,50.2
Massachusetts,Bristol County,48.4
Massachusetts,Hampden County,48
Massachusetts,Middlesex County,48.6
Wisconsin,Manitowoc County,49.7
Texas,El Paso County,48.4
Texas,Gaines County,50.2
Texas,Galveston County,49.5
Virginia,Prince Edward County,49.7
Wisconsin,Rock County,49.2
Washington,San Juan County,48.6
Washington,Snohomish County,50
Washington,Wahkiakum County,50.3
Virginia,Cumberland County,48.4
Virginia,Essex County,47.3
Virginia,Fairfax County,49.4
Massachusetts,Norfolk County,47.9
Massachusetts,Plymouth County,48.6
Nebraska,Furnas County,48.9
Nebraska,Greeley County,50.4
Nebraska,Harlan County,50.3
Nebraska,Hooker County,47
Nebraska,Jefferson County,49.3
Nebraska,Keya Paha County,50.4
Wisconsin,Milwaukee County,48.3
Wisconsin,Oconto County,51
Virginia,Rockbridge County,49.3
Virginia,Scott County,49.6
Virginia,Southampton County,52.1
Virginia,Giles County,49
Virginia,Grayson County,49
Virginia,Halifax County,47.7
Virginia,Hanover County,49.1
Virginia,Highland County,49.9
Virginia,Isle of Wight County,48.7
Florida,Calhoun County,54.4
Indiana,Gibson County,49.5
Georgia,Heard County,49.7
Kansas,Franklin County,49.5
Minnesota,Chippewa County,49
Michigan,Barry County,50.2
Missouri,Shelby County,49
