State,County,White,Black,Hispanic,Asian,Native.American.Alaska.Native
Missouri,Lawrence County,93.6,0.3,6.3,0.4,0.9
Missouri,Macon County,95.2,2.3,1,0.4,0.2
Missouri,Miller County,96.7,0.4,1.4,0.3,0.5
Missouri,Oregon County,96.6,0.1,1.2,0.3,1.2
Missouri,Pike County,90.2,7.2,1.8,0.2,0.2
Missouri,Randolph County,91,5.9,1.6,0.4,0.3
Missouri,Ste. Genevieve County,97.6,0.7,0.8,0.3,0.3
Missouri,Scott County,85.7,11.4,1.8,0.3,0.2
Missouri,Texas County,93.6,3.4,1.6,0.3,0.7
Missouri,Wright County,97.2,0.5,1.3,0.3,0.6
Montana,Broadwater County,96.2,0.3,2.2,0.2,1.3
Illinois,Pope County,91.7,6,1.4,0.2,0.6
Montana,Gallatin County,95.1,0.3,2.8,1.1,0.9
Montana,Judith Basin County,98.3,0,1.2,0.1,0.8
Montana,Lewis and Clark County,94,0.3,2.5,0.6,2.1
Montana,Musselshell County,96.1,0.2,2.6,0.2,1.3
Montana,Richland County,95,0.1,3,0.2,1.7
Montana,Sweet Grass County,96.6,0.1,1.4,0.7,0.4
Nebraska,Arthur County,95.4,0,4.1,0.2,0.4
Nebraska,Brown County,98.2,0.1,0.9,0.2,0.3
Nebraska,Cedar County,98.3,0.1,1.3,0.1,0.2
Nebraska,Dawes County,89.4,1.5,3.3,1,3.9
Nebraska,Dodge County,90.9,0.6,10.1,0.5,0.5
Nebraska,Garden County,96.6,0.2,3.9,0,0.6
Mississippi,Lamar County,77.3,19.6,2.2,1.2,0.2
Nebraska,Holt County,97.1,0.2,2.9,0.2,0.3
Nebraska,Knox County,89.1,0.1,1.8,0.2,9
Nebraska,Madison County,88.2,1.3,12.9,0.5,1.1
Nebraska,Merrick County,96.2,0.2,3.5,0.8,0.4
Nebraska,Nemaha County,96.9,0.9,1.8,0.4,0.3
Nebraska,Phelps County,96.9,0.1,4.1,0.2,0.4
Nebraska,Rock County,98.5,0.1,0.1,0.2,0.6
Nebraska,Seward County,97.4,0.4,1.6,0.4,0.3
Nebraska,Thomas County,98.1,0.2,1.9,0.3,0.2
Nebraska,Wayne County,94.7,1.3,4.2,0.5,0.3
Nevada,Douglas County,89.6,0.4,10.9,1.5,1.9
Nevada,Mineral County,72.5,4.1,9.1,1.1,15.5
New Hampshire,Cheshire County,96.3,0.5,1.4,1.2,0.3
New Hampshire,Strafford County,93.8,1,1.8,2.6,0.2
Michigan,Clinton County,92.9,2.1,3.9,1.5,0.4
New Jersey,Sussex County,93.5,1.8,6.4,1.8,0.2
New Mexico,Cibola County,41.8,1,36.5,0.5,41
Mississippi,Lawrence County,66.7,30.7,2.1,0.3,0.1
Mississippi,Lee County,69.3,27.3,2.4,0.6,0.2
Mississippi,Lincoln County,68.4,29.9,0.9,0.3,0.2
Mississippi,Montgomery County,53,45.5,0.9,0.4,0.1
Mississippi,Oktibbeha County,59.2,36.6,1.4,2.4,0.2
Mississippi,Pontotoc County,80.1,13.8,6.2,0.2,0.2
Mississippi,Sharkey County,27.9,71,0.8,0.2,0.1
Mississippi,Union County,81,14.5,4.5,0.2,0.2
Mississippi,Washington County,27,71.3,1,0.6,0.1
Missouri,Adair County,94,1.6,2,1.8,0.3
Missouri,Benton County,97.1,0.3,1.5,0.3,0.6
Missouri,Butler County,90.8,5.3,1.6,0.7,0.5
Missouri,Cedar County,96.9,0.1,1.5,0.3,0.6
Missouri,Clinton County,95.5,1.4,1.6,0.3,0.7
Missouri,Dallas County,96.5,0.2,1.5,0.2,0.8
Montana,Dawson County,95.7,0.3,2,0.3,1.7
Missouri,Henry County,96.4,1,1.7,0.2,0.5
North Carolina,Alexander County,89.6,5.5,4.3,1,0.3
North Carolina,Anson County,47.2,48.6,3,1.1,0.6
North Carolina,Ashe County,95.5,0.6,4.8,0.4,0.2
North Carolina,Caswell County,62.5,33.8,3.1,0.3,0.4
North Carolina,Cleveland County,75.6,20.7,2.8,0.8,0.2
North Carolina,Durham County,46.4,38,13.5,4.6,0.5
North Carolina,Gates County,63.7,33.2,1.4,0.1,0.5
North Carolina,Harnett County,68.3,20.9,10.8,0.9,1.2
North Carolina,Iredell County,80.7,11.9,6.8,1.8,0.3
North Carolina,Lincoln County,89.4,5.5,6.7,0.5,0.3
North Carolina,Montgomery County,68.9,18.8,14.1,1.6,0.4
North Carolina,Onslow County,74,15.6,10.1,1.9,0.7
North Carolina,Person County,68.3,27,4,0.3,0.7
Nebraska,Hayes County,97.1,0,3.4,0.3,0.2
North Carolina,Swain County,66.6,0.5,3.9,0.5,27
North Carolina,Union County,79,11.7,10.4,1.6,0.4
North Carolina,Warren County,38.8,52.3,3.3,0.2,5
North Carolina,Wilson County,52,39,9.5,0.8,0.3
North Dakota,Burke County,97.8,0.2,1.9,0.7,0.8
North Dakota,Dunn County,84.9,0.2,1.1,0.3,12.7
North Dakota,Hettinger County,96.2,0.2,0.5,0,2.1
North Dakota,McLean County,91,0.1,1.2,0.1,7
North Dakota,Pierce County,94.1,0.5,1,0.1,3.9
North Dakota,Slope County,97.5,0,1.7,0,2.2
North Dakota,Wells County,98.9,0.1,0.5,0.1,0.3
Ohio,Athens County,91.8,2.7,1.5,2.7,0.3
Ohio,Champaign County,94.7,2.2,1.1,0.4,0.4
New Jersey,Mercer County,61.4,20.3,15.1,8.9,0.3
Ohio,Delaware County,89.7,3.4,2.1,4.3,0.1
Ohio,Gallia County,94.7,2.6,0.9,0.5,0.4
Ohio,Greene County,86.4,7.2,2.1,2.9,0.3
Ohio,Hardin County,96.7,0.8,1.3,0.6,0.2
Ohio,Holmes County,98.7,0.3,0.8,0.1,0.1
Ohio,Licking County,93.2,3.4,1.4,0.7,0.3
Ohio,Marion County,91.1,5.7,2.3,0.5,0.2
Ohio,Morgan County,93.2,2.9,0.6,0.1,0.3
Ohio,Paulding County,95.7,0.9,4.3,0.2,0.3
Ohio,Ross County,90.7,6.2,1,0.4,0.3
Ohio,Shelby County,94.7,1.9,1.3,0.9,0.2
Ohio,Van Wert County,96.6,0.9,2.6,0.2,0.1
Oklahoma,Alfalfa County,89.4,4.1,4,0.2,2.9
Oklahoma,Caddo County,63.1,2.8,10.1,0.2,24.5
Missouri,Franklin County,96.8,0.8,1.4,0.4,0.3
Oklahoma,Creek County,79.7,2.2,3.1,0.3,10
Oklahoma,Garvin County,81.5,2.6,6.2,0.4,7.8
New Mexico,De Baca County,87.3,0.1,38.5,0,0.6
New Mexico,Doí±a Ana Count,74.1,1.7,65.7,1.1,1.5
New Mexico,Mora County,70.9,0.7,81,0.3,1.3
New Mexico,San Miguel County,66.6,1.4,76.8,0.8,1.7
New Mexico,Valencia County,73.2,1.4,58.3,0.5,3.8
New York,Cattaraugus County,92.9,1.3,1.7,0.7,3
New York,Columbia County,90.6,4.5,3.9,1.6,0.2
New York,Essex County,94.2,2.7,2.5,0.7,0.3
New York,Montgomery County,90.6,1.9,11.3,0.7,0.3
New York,Ontario County,93.7,2.3,3.4,1,0.3
North Carolina,Rockingham County,75.7,18.9,5.5,0.5,0.4
New York,Schoharie County,95.9,1.3,2.8,0.7,0.2
New York,Tompkins County,82.6,4,4.2,8.6,0.4
New York,Wyoming County,91.6,5.6,3,0.4,0.3
Pennsylvania,Berks County,83.2,4.9,16.4,1.3,0.3
Pennsylvania,Butler County,96.6,1.1,1.1,1,0.1
Pennsylvania,Carbon County,95.8,1.5,3.3,0.5,0.2
Pennsylvania,Columbia County,95.4,1.9,2,0.8,0.1
Pennsylvania,Forest County,76.9,18,5.4,0.2,0.2
Pennsylvania,Fulton County,97.3,1,0.8,0.1,0.2
Pennsylvania,Lebanon County,91,2.2,9.3,1.1,0.2
Pennsylvania,Lycoming County,92.6,4.5,1.3,0.6,0.2
Pennsylvania,Perry County,97.4,0.6,1.3,0.4,0.2
Pennsylvania,Tioga County,97.3,0.8,1,0.4,0.2
Pennsylvania,Wyoming County,97.4,0.7,1.5,0.3,0.2
Ohio,Coshocton County,97,1.1,0.8,0.3,0.2
South Carolina,Cherokee County,75,20.4,3.7,0.6,0.4
South Carolina,Dillon County,48,46.1,2.6,0.2,2.5
South Carolina,Greenville County,73.8,18.1,8.1,2,0.3
South Carolina,Hampton County,42.7,53.9,3.5,0.5,0.3
South Carolina,McCormick County,48.7,49.7,0.8,0.3,0.1
South Carolina,Pickens County,88.7,6.6,3.1,1.6,0.2
South Dakota,Aurora County,95.1,0.4,3.7,0.7,1.5
South Dakota,Brown County,93.2,0.5,1.4,1,3
South Dakota,Charles Mix County,65,0.1,1.7,0.2,31.7
South Dakota,Edmunds County,97.8,0.1,1.4,0.1,0.4
South Dakota,Hamlin County,96.7,0.2,2.5,0.2,0.3
South Dakota,Hughes County,85.7,0.5,1.8,0.5,10.5
South Dakota,Lake County,96.2,0.5,1.6,0.7,0.7
South Dakota,Marshall County,85.4,0.2,6.8,0.2,7.6
South Dakota,Sully County,96.6,0.1,0.9,0,1.2
Tennessee,Anderson County,91.9,3.8,2.4,1.1,0.3
Tennessee,Bedford County,81.8,7.9,11.3,0.8,0.4
Tennessee,Bledsoe County,93.6,3.7,2,0.1,0.4
Tennessee,Bradley County,90.3,4.3,4.7,0.8,0.3
Tennessee,Chester County,87.7,9.2,2,0.4,0.4
Tennessee,Crockett County,78.7,12.6,8.7,0.2,0.1
Tennessee,Fayette County,69.2,28.1,2.2,0.5,0.3
Tennessee,Grainger County,97,0.5,2.3,0.1,0.2
Tennessee,Hancock County,98,0.4,0.2,0.1,0.3
Tennessee,Hickman County,92.8,4.5,1.8,0.2,0.5
Tennessee,Lawrence County,95.7,1.5,1.6,0.3,0.4
Tennessee,Madison County,59.2,36.3,3.4,0.9,0.2
Tennessee,Moore County,95.4,2.3,1.1,0.4,0.3
Tennessee,Overton County,97.7,0.4,0.9,0.2,0.3
Tennessee,Roane County,94.4,2.7,1.3,0.5,0.3
New York,Rensselaer County,87.5,6.5,3.8,2.2,0.2
Tennessee,Trousdale County,87.1,9.6,2.5,0.2,0.4
Tennessee,Washington County,91.6,3.9,3,1.2,0.3
Oklahoma,Harmon County,73.2,7.2,25.9,0.4,1.3
Oklahoma,Haskell County,74.9,0.4,3.3,0.5,15.9
Oklahoma,Johnston County,73.1,1.9,3.9,0.2,15.5
Oklahoma,Kiowa County,80.2,4.2,8.8,0.3,6.6
Oklahoma,Major County,91,0.4,7.5,0.3,2
Oklahoma,Noble County,84.2,1.8,2.6,0.4,8.5
Oklahoma,Ottawa County,69,0.8,4.7,0.5,18.9
Oklahoma,Seminole County,68.5,4.6,3.5,0.3,18.2
Oklahoma,Tillman County,73.5,7.7,22.3,0.3,3.4
Oregon,Columbia County,92.5,0.4,4,0.9,1.3
Oregon,Grant County,95,0.2,2.8,0.3,1.2
Rhode Island,Providence County,73.4,8.5,18.8,3.7,0.7
Oregon,Union County,93.1,0.5,3.9,0.8,1.1
Pennsylvania,Bedford County,98,0.5,0.9,0.2,0.2
Texas,Glasscock County,85.2,1.2,30.8,0.1,0.3
Texas,Goliad County,83.7,4.8,34.1,0.2,0.7
Texas,Gregg County,67.3,20,16.4,1.1,0.6
Texas,Guadalupe County,79.8,6.5,35.6,1.4,0.7
Texas,Hartley County,87,6.9,23.9,0.5,0.4
Texas,Hays County,80.7,3.5,35.3,1.2,0.8
Texas,Hockley County,78.5,3.6,43.6,0.3,0.9
Texas,Hunt County,81.6,8.3,13.6,1.1,0.9
Texas,Jasper County,77.7,16.7,5.6,0.6,0.6
Texas,Karnes County,70.2,9.3,49.8,0.2,0.5
Texas,King County,93.7,0,13.6,0,1
Texas,Lamb County,74.4,4.3,51.7,0.1,0.9
Texas,Leon County,84.9,7.2,13.5,0.5,0.4
South Dakota,Pennington County,83.6,1,4,1,9.7
Tennessee,Smith County,94.9,2.1,2.2,0.2,0.5
Texas,Madison County,67,19.9,19.7,0.6,0.5
Texas,Medina County,85.6,2.2,49.7,0.6,0.7
Texas,Mitchell County,68.4,11.3,37,0.3,0.7
Texas,Morris County,69.7,23,7.8,0.3,0.7
Texas,Nueces County,81.5,4,60.6,1.7,0.6
Texas,Palo Pinto County,87.1,2.2,17.7,0.5,0.7
Texas,Polk County,77.3,11.5,13.1,0.4,1.9
Texas,Reeves County,77.2,5,74.2,0.9,0.5
Texas,San Augustine County,71.9,22.7,6,0.3,0.4
Texas,Schleicher County,80.3,1.1,44.4,0.1,0.5
Texas,Sherman County,88.3,0.5,40.4,0.2,0.8
Texas,Tarrant County,66.6,14.9,26.7,4.7,0.7
Texas,Trinity County,84.3,9.4,7.7,0.3,0.5
Texas,Walker County,67.1,22.5,16.8,0.9,0.4
Texas,Wharton County,72.2,14.1,37.4,0.4,0.4
Oklahoma,Cleveland County,79.3,4.2,7,3.8,4.7
Oregon,Marion County,78.2,1.1,24.3,1.9,1.6
Texas,Young County,90.3,1.3,16.4,0.4,0.7
Utah,Cache County,89.1,0.6,10,1.9,0.6
Utah,Garfield County,94.1,0.4,4.5,1.2,1.6
Tennessee,Weakley County,88.9,7.8,2,1.1,0.3
Tennessee,Williamson County,89.4,4.3,4.5,3,0.2
Texas,Andrews County,79.5,1.5,48.7,0.6,1
Texas,Bandera County,92.8,0.5,16.7,0.3,0.8
Texas,Bell County,61.4,21.5,21.6,2.8,0.8
Texas,Brazos County,73.3,11,23.3,5.2,0.4
Texas,Callahan County,93.9,1,7.6,0.4,0.6
Texas,Childress County,82,9.9,26.8,0.7,0.6
Texas,Coleman County,88.2,2.2,16,0.4,0.7
Texas,Llano County,94.9,0.6,8,0.4,0.6
Texas,Crosby County,79,3.4,52.3,0.1,0.6
Texas,Delta County,85.3,7.3,5.5,0.6,1.4
Texas,Duval County,87,0.9,88.5,0.2,0.4
Texas,Erath County,85.6,1.2,19.2,0.7,0.8
Texas,Floyd County,76.3,3.6,52.9,0.2,0.7
Texas,Frio County,77.4,3.4,77.8,2.1,0.5
Texas,Gillespie County,91.3,0.4,20,0.4,0.6
Virginia,New Kent County,81.7,13.5,2.1,0.9,1.1
Virginia,Northumberland County,71.4,25.3,3.1,0.3,0.2
Virginia,Rappahannock County,92.7,4.4,3.1,0.5,0.2
Virginia,Smyth County,95.8,2,1.6,0.3,0.1
Virginia,Stafford County,72.5,17,9.2,2.8,0.4
Virginia,Danville city,47.7,48.3,2.9,0.9,0.2
Virginia,Franklin city,39.4,56.9,1.6,0.7,0.3
Virginia,Lynchburg city,64.4,29.3,3,2.5,0.3
Texas,Wilson County,89.1,1.6,38.2,0.4,0.7
Virginia,Portsmouth city,41.6,53.3,3.1,1.1,0.4
Virginia,Williamsburg city,74,14,6.7,5.7,0.3
Washington,Chelan County,79.3,0.3,25.8,0.8,1
Washington,Kitsap County,82.6,2.6,6.2,4.9,1.6
Washington,Skamania County,92.8,0.4,5,0.9,1.6
Washington,Whitman County,84.6,1.7,4.6,7.8,0.7
West Virginia,Clay County,98.8,0.1,0.4,0.1,0.2
West Virginia,Hancock County,95.7,2.3,1,0.3,0.1
West Virginia,Lewis County,97.9,0.5,0.6,0.3,0.2
Texas,Colorado County,75.1,13.1,26.1,0.4,0.6
West Virginia,Pleasants County,97.3,1.3,0.8,0.1,0.2
West Virginia,Ritchie County,98.7,0.2,0.5,0.1,0.1
West Virginia,Tucker County,98.7,0.2,0.6,0.1,0.2
West Virginia,Wirt County,98.5,0.2,0.5,0.2,0.2
Wisconsin,Burnett County,91.6,0.5,1.3,0.3,4.6
Wisconsin,Dane County,84.7,5.2,5.9,4.7,0.4
Wisconsin,Dodge County,93.8,2.7,4,0.5,0.4
Wisconsin,Eau Claire County,93.1,0.9,1.8,3.3,0.5
Wisconsin,Florence County,97.4,0.2,0.8,0.3,0.7
Wisconsin,La Crosse County,92.1,1.4,1.5,4.1,0.4
Wisconsin,Lincoln County,97.2,0.5,1.2,0.4,0.3
Wisconsin,Menominee County,10.7,0.4,4.2,0,87.5
Wisconsin,Outagamie County,91.3,1,3.6,3,1.7
Wisconsin,Price County,97.1,0.3,1.1,0.4,0.4
Wisconsin,Shawano County,88.8,0.3,2.2,0.4,7.6
Virginia,Norton city,88.7,6.3,1.7,1.4,0.1
Wisconsin,Waupaca County,97.1,0.3,2.5,0.4,0.5
Wyoming,Campbell County,93.2,0.3,7.8,0.6,1.2
Wyoming,Goshen County,94.5,0.6,9.7,0.3,0.8
Wyoming,Uinta County,92.4,0.3,8.8,0.3,0.8
Puerto Rico,Aguadilla Municipio,83,7.4,98.5,0.2,0.3
Utah,Millard County,87.6,0.1,12.8,0.6,1
Utah,Rich County,97,0,4.2,0.3,0.7
Utah,Sevier County,94.9,0.2,4.5,0.3,1.1
Utah,Wayne County,94.8,0.1,4.2,0.7,0.5
Vermont,Grand Isle County,95.3,0.4,1.1,0.3,0.9
Virginia,Albemarle County,80.6,9.7,5.5,4.7,0.3
Virginia,Amherst County,76.7,19,1.9,0.5,0.9
Virginia,Botetourt County,94.9,3,1.1,0.5,0.3
West Virginia,Mercer County,91.6,6.1,0.8,0.5,0.2
Virginia,Dinwiddie County,63.9,32.9,2.4,0.4,0.3
Virginia,Fluvanna County,80.7,15.3,3,0.6,0.2
Virginia,Greene County,87.6,6.3,4.2,1.4,0.2
Virginia,King and Queen County,67.1,28.4,2.6,0.2,1.6
Virginia,Louisa County,78.4,17.7,2.3,0.5,0.4
Alabama,Conecuh County,51.3,46.5,1.2,0.1,0.3
Alabama,Covington County,84.8,12.5,1.3,0.4,0.6
Alabama,DeKalb County,84.5,1.5,13.6,0.3,1.4
Alabama,Escambia County,62.1,31.9,1.9,0.2,3.4
Alabama,Greene County,17.4,81.5,0.8,0.2,0.2
Alabama,Houston County,70,25.8,2.9,0.8,0.4
Wisconsin,Washburn County,96.4,0.2,1.3,0.4,1.2
Alabama,Lauderdale County,86.4,10,2.2,0.7,0.4
Alabama,Mobile County,60.2,34.6,2.4,1.8,0.9
Alabama,Sumter County,24.2,75,0.6,0.2,0.1
Alabama,Tuscaloosa County,66.3,29.6,3.1,1.2,0.3
Alabama,Winston County,95.6,0.5,2.6,0.2,0.7
Alaska,Anchorage Municipality,66,5.6,7.6,8.1,7.9
Alaska,Denali Borough,89.6,0.5,2.3,1,3.6
Alaska,Skagway Municipality,91.4,0,2.2,0.5,3.5
Virginia,Carroll County,97.1,0.6,2.6,0.2,0.2
California,Alameda County,43,12.6,22.5,26.1,0.6
Puerto Rico,Barceloneta Municipio,80.7,7.6,99.4,0.1,0.3
Puerto Rico,Bayamí_n Municipi,78.3,10.3,99,0.2,0.6
Puerto Rico,Caní_vanas Municipi,61.2,21.6,99.2,0.2,0.9
Puerto Rico,Ciales Municipio,89.5,4.2,99.7,0,0.1
Puerto Rico,Dorado Municipio,69.5,15.7,98,0.2,0.7
Puerto Rico,Gurabo Municipio,72.5,14.6,99.2,0.1,0.4
Puerto Rico,Juncos Municipio,71.7,13.7,99.3,0.1,0.5
Puerto Rico,Las Piedras Municipio,70.5,11.8,99.4,0.1,0.5
Puerto Rico,Moca Municipio,89.5,4.5,99.4,0.1,0.2
Puerto Rico,Peí±uelas Municipi,81.8,9.2,99.4,0.2,0.4
Puerto Rico,Salinas Municipio,67.4,16.4,99.3,0.1,0.6
Alabama,Lamar County,86.7,11.3,1.2,0,0.2
Puerto Rico,Villalba Municipio,82.1,8.5,99.7,0,0.2
Alabama,Barbour County,48,46.9,5.1,0.4,0.4
Alabama,Butler County,54.4,43.4,0.9,0.8,0.3
Alabama,Cherokee County,92.7,4.6,1.2,0.2,0.5
California,Marin County,80,2.8,15.5,5.5,0.6
California,Monterey County,55.6,3.1,55.4,6.1,1.3
Alaska,Haines Borough,83.2,0.4,1.9,0.6,9.2
Arkansas,Washington County,79.9,3,15.5,2.2,1.2
California,Sacramento County,57.5,10.4,21.6,14.3,1
California,San Bernardino County,56.7,8.9,49.2,6.3,1.1
Puerto Rico,Trujillo Alto Municipio,72.1,14.6,98.9,0.2,0.7
Florida,Charlotte County,90,5.7,5.8,1.2,0.3
Florida,Dixie County,88.8,8.4,3.1,0.3,0.4
Florida,Escambia County,68.9,22.9,4.7,2.7,0.9
Florida,Franklin County,82.6,13.8,4.6,0.2,0.5
California,Placer County,83.5,1.4,12.8,5.9,0.9
California,San Mateo County,53.4,2.8,25.4,24.8,0.5
California,Sonoma County,76.8,1.6,24.9,3.8,1.3
California,Ventura County,68.7,1.8,40.3,6.7,1
Colorado,Cheyenne County,93.2,0.4,9.7,0.6,0.7
Colorado,Costilla County,68,0.7,66,1,3
California,San Luis Obispo County,82.6,2.1,20.8,3.2,0.9
California,Lassen County,73.2,8.1,17.5,1,3.5
California,Los Angeles County,50.3,8.7,47.7,13.7,0.7
Florida,Hillsborough County,71.3,16.7,24.9,3.4,0.4
Colorado,Logan County,89,4,15.6,0.6,1.2
Colorado,Montezuma County,81.1,0.2,11,0.5,12.2
Colorado,Park County,94.7,0.4,4.8,0.6,0.9
Colorado,Prowers County,81,0.5,35.2,0.3,0.9
Colorado,Routt County,94.8,0.4,6.8,0.6,0.5
Colorado,Sedgwick County,92.2,0.3,12.1,0.7,0.4
Colorado,Yuma County,88.2,0.2,20.8,0.2,0.5
Colorado,Arapahoe County,72.7,10.2,18.4,5.1,0.8
Colorado,Eagle County,83.2,0.7,30.1,1,0.7
Colorado,Garfield County,82.2,0.7,28.3,0.7,1.1
Colorado,Jackson County,92.5,0,10.8,0.1,1.2
California,Fresno County,55.4,5.3,50.3,9.6,1.7
California,Humboldt County,81.7,1.1,9.8,2.2,5.7
Connecticut,New Haven County,74.8,12.7,15,3.5,0.3
Delaware,Kent County,67.8,24,5.8,2,0.6
Delaware,New Castle County,65.5,23.7,8.7,4.3,0.3
Florida,Bay County,82.2,10.8,4.8,2,0.7
Texas,Angelina County,72.1,15,19.8,0.9,0.5
Texas,Aransas County,87.4,1.3,24.6,2,0.7
Texas,Atascosa County,84.9,0.8,61.9,0.3,0.8
Texas,Austin County,78.8,9.4,23.4,0.4,0.5
Texas,Bailey County,75.3,1.2,59.8,0.4,1.4
Texas,Baylor County,91.5,2,12.2,0.1,0.3
Texas,Bexar County,72.9,7.5,58.7,2.4,0.8
Texas,Bosque County,89.9,1.6,16.1,0.2,0.6
Texas,Brewster County,86.6,1.1,42.4,0.7,1.1
Texas,Briscoe County,87.5,2.5,25.1,0,0.2
Texas,Caldwell County,75.8,6.8,47.1,0.9,0.8
West Virginia,Ohio County,93.2,3.7,0.8,0.8,0.1
West Virginia,Pendleton County,96.2,1.9,0.9,0.3,0.2
West Virginia,Pocahontas County,97.8,0.7,0.8,0,0.2
West Virginia,Randolph County,97.3,1.2,0.7,0.3,0.2
West Virginia,Roane County,98.4,0.1,0.7,0.3,0.2
West Virginia,Tyler County,99,0.2,0.5,0.1,0.2
West Virginia,Wetzel County,98.7,0.1,0.5,0.2,0.1
West Virginia,Wood County,96.4,1.1,0.9,0.5,0.2
Wisconsin,Ashland County,84.6,0.3,1.9,0.4,11.1
Wisconsin,Barron County,96.1,0.9,1.9,0.5,0.9
Wisconsin,Buffalo County,97.5,0.3,1.7,0.2,0.3
Wisconsin,Calumet County,94.3,0.5,3.5,2.1,0.4
Wisconsin,Chippewa County,95.3,1.6,1.3,1.2,0.5
Wisconsin,Columbia County,95.8,1.3,2.5,0.5,0.5
Wisconsin,Crawford County,96.6,1.8,0.9,0.4,0.2
Puerto Rico,Hatillo Municipio,87.3,4.4,99.2,0.1,0.2
Puerto Rico,Hormigueros Municipio,81.2,8.3,99.5,0.1,0.4
Puerto Rico,Isabela Municipio,83.4,7.5,99,0.1,0.3
Puerto Rico,Jayuya Municipio,90.7,3.4,99.6,0.1,0.4
Puerto Rico,Lajas Municipio,80.6,5.2,99.3,0.1,0.2
Puerto Rico,Loí_za Municipi,26.5,64.3,99.4,0.1,0.5
Puerto Rico,Luquillo Municipio,65.5,20.8,97.9,0.2,0.9
Puerto Rico,Maunabo Municipio,47.9,30.4,99.2,0.1,0.8
Puerto Rico,Morovis Municipio,88.4,5.2,99.4,0.1,0.2
Puerto Rico,Naguabo Municipio,71.1,15.9,99.2,0.2,0.4
Puerto Rico,Orocovis Municipio,86.7,6.2,99.6,0.1,0.4
Puerto Rico,Rincí_n Municipi,85.7,5.3,96.4,0.2,0.5
Puerto Rico,Rí_o Grande Municipi,61.9,24.6,99,0.2,0.7
Puerto Rico,San Germíçn Municipi,83.4,5.6,99.2,0.1,0.4
Puerto Rico,San Sebastiíçn Municipi,88.5,3,99.3,0.1,0.3
Illinois,St. Clair County,64.6,30.5,3.3,1.2,0.2
Illinois,Warren County,91.3,1.7,8.4,0.5,0.2
Illinois,Williamson County,92.7,3.8,2,0.8,0.4
Indiana,Bartholomew County,89.6,1.8,6.2,3.4,0.3
Indiana,Brown County,97.6,0.3,1.2,0.3,0.3
Indiana,Clinton County,91,0.4,13.2,0.2,0.2
Indiana,Delaware County,89.1,6.9,1.8,1,0.3
Indiana,Floyd County,90.4,5.2,2.6,0.9,0.2
Indiana,Fountain County,97.5,0.2,2.2,0.2,0.3
Indiana,Fulton County,95,0.7,4.2,0.5,0.5
Indiana,Grant County,88.2,7,3.6,0.6,0.3
Indiana,Hendricks County,90.1,4.9,3,2.1,0.2
Indiana,Jasper County,95.8,0.6,5.4,0.4,0.2
Indiana,LaPorte County,84.1,10.8,5.5,0.5,0.3
Indiana,Monroe County,87.8,3.3,2.9,5.2,0.3
Indiana,Parke County,96.1,2.3,1.2,0.2,0.4
Indiana,Putnam County,93.4,4,1.5,0.7,0.3
Texas,Cameron County,87,0.5,88.1,0.7,0.4
Texas,Carson County,93.9,0.6,8.5,0.3,1.1
Texas,Cass County,79,17.4,3.5,0.3,0.5
Texas,Chambers County,78.6,8.2,18.9,1,0.6
Texas,Clay County,95.1,0.5,4.3,0.3,1.1
Texas,Collingsworth County,76.5,4.4,30,0.1,1.7
Texas,Comal County,89.5,1.6,24.9,0.8,0.6
Texas,Crockett County,83.1,0.8,63.2,0.3,0.9
Texas,Culberson County,78.9,0.6,76.2,1,1.3
Texas,Dallas County,53.5,22.3,38.3,5,0.7
Wisconsin,Douglas County,93.2,1.1,1.1,0.9,2
Wisconsin,Forest County,82.7,0.8,1.5,0.1,13.5
Wisconsin,Green County,96.6,0.4,2.8,0.5,0.2
Wisconsin,Jefferson County,94,0.8,6.6,0.7,0.3
Wisconsin,Juneau County,94,2.1,2.6,0.4,1.5
Wisconsin,Kewaunee County,97,0.3,2.3,0.3,0.4
Wisconsin,Marathon County,91.3,0.6,2.2,5.3,0.5
Virginia,Page County,95.9,1.9,1.6,0.3,0.2
Puerto Rico,Toa Baja Municipio,70.2,16.8,99,0.3,0.6
Puerto Rico,Utuado Municipio,92.7,2.7,99.4,0.1,0.2
Puerto Rico,Vega Alta Municipio,71.2,14.9,98.7,0.2,0.7
Puerto Rico,Yabucoa Municipio,65.6,14.1,99.3,0.2,0.5
Puerto Rico,Yauco Municipio,83,5.9,99.5,0.1,0.3
Alabama,Baldwin County,85.7,9.4,4.4,0.7,0.7
Alabama,Clay County,81.7,14.8,2.9,0.2,0.4
Alabama,Crenshaw County,72.6,23.4,1.5,1.4,0.4
Alabama,Fayette County,86.5,11.4,1.2,0.2,0.3
Alabama,Jefferson County,53,42,3.9,1.4,0.3
Alabama,Marengo County,46.4,51.7,1.7,0.3,0.2
Alabama,Morgan County,79.8,11.9,7.7,0.6,0.9
Alabama,St. Clair County,88.2,8.6,2.1,0.6,0.3
Indiana,Scott County,97.9,0.2,1.5,0.4,0.2
Indiana,Sullivan County,93.7,4.5,1.4,0.2,0.3
Indiana,Vigo County,88.3,6.9,2.3,1.7,0.3
Iowa,Appanoose County,97.7,0.5,1.4,0.3,0.2
Iowa,Buena Vista County,80.7,2.7,22.7,5.6,0.3
Iowa,Cass County,97.7,0.3,1.8,0.2,0.2
Georgia,Glynn County,67.6,26,6.4,1.2,0.3
